Table
Notas ,"a la tabla II.2 ""Conceptos regulatorios considerados para el cálculo de los componentes del Capital Neto"" "
Identificador ,Descripción 
1 ,Crédito mercantil. 
2 ,"Intangibles, sin incluir al crédito mercantil. "
3 ,Impuestos a la utilidad diferidos a favor provenientes de pérdidas y créditos fiscales. 
4 ,Beneficios sobre el remanente en operaciones de bursatilización. 
5 ,Inversiones del plan de pensiones por beneficios definidos sin acceso irrestricto e ilimitado. 
,"Cualquier acción propia que la Institución adquiera de conformidad con lo previsto en la Ley, que no hayan sido restadas; considerando aquellos montos adquiridos a través de las inversiones en índices de valores y el monto correspondiente a las "
6 ,inversiones en fondos de inversión distintas a las previstas por la referencia 18 
7 ,"Inversiones en acciones de sociedades distintas a las entidades financieras a que se refiere el inciso f) de la fracción I del Artículo 2 Bis 6 de las presentes disposiciones, que sean a su vez, directa o indirectamente accionistas de la propia Institución, de la sociedad controladora del grupo financiero, de las demás entidades financieras integrantes del grupo al que pertenezca la Institución o de las filiales financieras de éstas, considerando aquellas inversiones correspondientes a fondos de inversión distintas a las previstas por la referencia 18. "
8 ,"Inversiones directas en el capital de las entidades financieras a que se refieren los Artículos 89 de la Ley y 12 y 81 de la Ley para Regular las Agrupaciones Financieras, donde la Institución posea hasta el 10% del capital de dichas entidades. "
9 ,"Inversiones directas en el capital de las entidades financieras a que se refieren los Artículos 89 de la Ley y 12 y 81 de la Ley para Regular las Agrupaciones Financieras, donde la Institución posea más del 10% del capital de dichas entidades. "
10 ,"Inversiones indirectas en el capital de las entidades financieras a que se refieren los Artículos 89 de la Ley y 12 y 81 de la Ley para Regular las Agrupaciones Financieras, donde la Institución posea hasta el 10% del capital de dichas entidades. "
11 ,"Inversiones indirectas en el capital de las entidades financieras a que se refieren los Artículos 89 de la Ley y 12 y 81 de la Ley para Regular las Agrupaciones Financieras, donde la Institución posea más del 10% del capital de dichas entidades. "
12 ,Impuestos a la utilidad diferidos a favor provenientes de diferencias temporales. 
13 ,"Estimaciones preventivas para riesgo de crédito hasta por la suma del 1.25% de los activos ponderados por riesgo de crédito, correspondientes a las Operaciones en las que se utilice el Método Estándar para calcular el requerimiento de capital por riesgo de crédito; y la diferencia positiva de las Reservas Admisibles Totales menos las Pérdidas Esperadas Totales, hasta por un monto que no exceda del 0.6 por ciento de los activos ponderados por riesgo de crédito, correspondientes a las Operaciones en las que se utilice el método basado en calificaciones internas para calcular el requerimiento de capital por riesgo de crédito. "
14 ,"Inversiones en instrumentos de deuda subordinada, conforme a lo establecido en la fracción I inciso b) del Artículo 2 Bis 6 de las presentes disposiciones. "
15 ,"Inversiones en el capital de organismos multilaterales de desarrollo o de fomento de carácter internacional conforme a lo establecido en la fracción I inciso f) del Artículo 2 Bis 6 de las presentes disposiciones que cuenten con Calificación crediticia asignada por alguna de las Instituciones Calificadoras al emisor, igual o mejor al Grado de Riesgo 2 a largo plazo. "


Table
44 ,Reservas pendientes de constituir ,12 ,,
45 ,Utilidad o incremento al valor de los activos por adquisición de posiciones de bursatilizaciones (Instituciones Originadoras) ,26 C ,,
46 ,Operaciones que contravengan las disposiciones ,26 I ,,
47 ,Operaciones con Personas Relacionadas Relevantes ,26 M ,,
48 ,Derogado ,,,


