Table
21. Transacciones y adeudos con compañías relacionadas ,
Por cobrar ,
Disponibilidades ,"3,300 "
Deudores por reporto ,432 
Operaciones con instrumentos financieros derivados (activo) ,"109,805 "
Cartera de crédito vigente ,"8,726 "
Otras cuentas por cobrar (neto) ,"26,387 "
Por pagar ,
Depósitos a plazo ,"4,963 "
Depósitos de exigibilidad inmediata ,"5,782 "
Títulos de crédito emitidos ,"1,051 "
Acreedores por reporto ,"4,119 "
Operaciones con instrumentos financieros derivados (pasivo) ,"111,873 "
Otras cuentas por pagar ,"1,968 "
Acreedores por liquidación de operaciones ,756 
Obligaciones Subordinadas en circulación ,"28,481 "
Ingresos ,
Intereses ,262 
Premios por reporto ,41 
Otros ,213 
Comisiones Netas ,"5,825 "
"Resultado por intermediación, neto ","(24,131) "
Egresos ,
Intereses ,"1,737 "
Gastos de administración ,"1,119 "
Servicios de tecnología ,"3,009 "


