Table
76 ,Estimaciones preventivas para riesgo de crédito correspondientes a las Operaciones en las que se utilice el Método Estándar para calcular el requerimiento de capital por riesgo de crédito. 
77 ,"1.25% de los activos ponderados por riesgo de crédito, correspondientes a las Operaciones en las que se utilice el Método Estándar para calcular el requerimiento de capital por riesgo de crédito. "
78 ,Diferencia positiva de las Reservas Admisibles Totales menos las Pérdidas Esperadas Totales correspondientes a las Operaciones en las que se utilice el método basado en calificaciones internas para calcular el requerimiento de capital por riesgo de crédito. 
79 ,"0.6 por ciento de los activos ponderados por riesgo de crédito, correspondientes a las Operaciones en las que se utilice el método basado en calificaciones internas para calcular el requerimiento de capital por riesgo de crédito. "
80 ,No aplica. No existen instrumentos sujetos a transitoriedad que computen en el capital común de nivel 1. 
81 ,No aplica. No existen instrumentos sujetos a transitoriedad que computen en el capital común de nivel 1. 
82 ,Saldo de los instrumentos que computaban como capital en la parte básica al 31 de diciembre de 2012 por el correspondiente límite del saldo de dichos instrumentos. 
83 ,Saldo de los instrumentos que computaban como capital en la parte básica al 31 de diciembre de 2012 menos el renglón 33. 
84 ,Saldo de los instrumentos que computaban como capital en la parte complementaria al 31 de diciembre de 2012 por el correspondiente límite del saldo de dichos instrumentos. 
85 ,Saldo de los instrumentos que computaban como capital en la parte complementaria al 31 de diciembre de 2012 menos el renglón 47. 


Table
,Cifras del balance general ,
Referencia de los rubros del balance general ,Rubros del balance ,Monto presentado en el balance general 
,Activo ,"1,909,720 "
BG1 ,Disponibles ,"85,591 "
BG2 ,Cuentas de margen ,"2,673 "
BG3 ,Inversiones en valores ,"540,895 "
BG4 ,Deudores por reporto ,"35,657 "
BG5 ,Préstamo de valores ,0 
BG6 ,Derivados ,"385,504 "
BG7 ,Ajustes de valuación por cobertura de activos financieros ,421 
BG8 ,Total de cartera de crédito (neto) ,"680,149 "
BG9 ,Beneficios por recibir en operaciones de bursatilización ,0 
BG10 ,Otras cuentas por cobrar (neto) ,"107,630 "
BG11 ,Bienes adjudicados (neto) ,84 
BG12 ,"Inmuebles, mobiliario y equipo (neto) ","9,552 "
BG13 ,Inversiones permanentes ,"36,498 "
BG14 ,Activos de larga duración disponibles para la venta ,0 
BG15 ,Impuestos y PTU diferidos (neto) ,"15,983 "
BG16 ,Otros activos ,"9,083 "
,Pasivo ,"1,763,566 "
BG17 ,Captación tradicional ,"881,230 "
BG18 ,Préstamos interbancarios y de otros organismos ,"56,378 "


