Table
,M. El monto agregado de las Operaciones Sujetas a Riesgo de Crédito a cargo de Personas Relacionadas Relevantes conforme a la fracción I inciso r) del Artículo 2 Bis 6 de las presentes disposiciones. 
,N. La diferencia entre las inversiones realizadas por el fondo de pensiones de beneficios definidos conforme al Artículo 2 Bis 8 menos la referencia 15. 
,O. Ajuste por reconocimiento del Capital Neto. El monto que se muestra corresponde al importe registrado en la celda C1 del formato incluido en el apartado Il de este anexo. 
,"P. Las inversiones o aportaciones, directa o indirectamente, en el capital de empresas o en el patrimonio de fideicomisos u otro tipo de figuras similares que tengan por finalidad compensar y liquidar Operaciones celebradas en bolsa, salvo la participación de dichas empresas o fideicomisos en esta última de conformidad con el inciso f) fracción I del Artículo 2 Bis 6. "
27 ,No aplica. No existen ajustes regulatorios para el capital adicional de nivel 1 ni para el capital complementario. Todos los ajustes regulatorios se realizan del capital común de nivel 1. 
28 ,"Suma de los renglones 7 a 22, más los renglones 26 y 27. "
29 ,Renglón 6 menos el renglón 28. 
30 ,"El monto correspondiente de los títulos representativos del capital social (incluyendo su prima en venta de acciones) que no hayan sido considerados en el Capital Fundamental y los Instrumentos de Capital, que satisfacen las condiciones establecidas en el Anexo 1-R de las presentes disposiciones conforme a lo establecido en la fracción Il del Artículo 2 Bis 6 de estas disposiciones. "
31 ,Monto del renglón 30 clasificado como capital bajo los estándares contables aplicables. 
32 ,"No aplica. Los instrumentos emitidos directamente que califican como capital adicional de nivel 1, más su prima se registran contablemente como capital. "
33 ,"Obligaciones subordinadas computables como Capital Básico No Fundamental, de conformidad con lo dispuesto en el Artículo Tercero Transitorio de la Resolución 50a que modifica las disposiciones de carácter general aplicables a las instituciones de crédito, (Resolución 50a). "
34 ,No aplica. Ver la nota de la referencia 5. 
35 ,No aplica. Ver la nota de la referencia 5. 
36 ,"Suma de los renglones 30, 33 y 34. "
37* ,No aplica. La deducción se realiza en su totalidad del capital común de nivel 1. 
38* ,No aplica. La deducción se realiza en su totalidad del capital común de nivel 1. 
39* ,No aplica. La deducción se realiza en su totalidad del capital común de nivel 1. 
40* ,No aplica. La deducción se realiza en su totalidad del capital común de nivel 1. 
,Ajustes nacionales considerados: 
41 ,Ajuste por reconocimiento del Capital Neto. El monto que se muestra corresponde al importe registrado en la celda C2 del formato incluido en el apartado II de este anexo. 
42 ,No aplica. No existen ajustes regulatorios para el capital complementario. Todos los ajustes regulatorios se realizan del capital común de nivel 1. 
43 ,Suma de los renglones 37 a 42. 
44 ,"Renglón 36, menos el renglón 43. "
45 ,"Renglón 29, más el renglón 44. "
46 ,"El monto correspondiente de los títulos representativos del capital social (incluyendo su prima en venta de acciones) que no hayan sido considerados en el Capital Fundamental ni en el Capital Básico No Fundamental y los Instrumentos de Capital, que satisfacen el Anexo 1-S de las presentes disposiciones conforme a lo establecido en el Artículo 2 Bis 7 de las presentes disposiciones. "
47 ,"Obligaciones subordinadas computables como capital complementario, de conformidad con lo dispuesto en el Artículo Tercero Transitorio, de la Resolución 50a. "
48 ,No aplica. Ver la nota de la referencia 5. 
49 ,No aplica. Ver la nota de la referencia 5. 


