Table
"3,013.87 ",99.00 ,Ps.102.80 
"3,105.20 ",102.00 ,Ps.99.00 
"3,196.53 ",105.00 ,Ps.96.00 
"3,287.85 ",108.00 ,Ps.95.00 
"3,379.18 ",111.00 ,Ps.95.00 
"3,470.51 ",114.00 ,Ps.95.00 
"3,561.84 ",117.00 ,Ps.95.00 
"3,653.17 ",120.00 ,Ps.95.00 
"3,744.50 ",123.00 ,Ps.95.00 
"3,835.83 ",126.00 ,Ps.95.00 
"3,927.16 ",129.00 ,Ps.95.00 
"4,018.49 ",132.00 ,Ps.95.00 
"4,109.82 ",135.00 ,Ps.95.00 
"4,201.15 ",138.00 ,Ps.95.00 


Table
Ticker ,Nombre ,Ticker ,Nombre 
OR FP Equity ,L'Oreal SA ,ISP IM Equity ,Intesa Sanpaolo SpA 
DG FP Equity ,Vinci SA ,ENI IM Equity ,Eni SpA 
BBVA SQ Equity ,Banco Bilbao Vizcaya Argentaria SA ,ENGI FP Equity ,Engie SA 
SAN SQ Equity ,Banco Santander SA ,ORA FP Equity ,Orange SA 
ASML NA Equity ,ASML Holding NV ,ABI BB Equity ,Anheuser-Busch InBev SA/NV 


