Table
21. Transacciones y adeudos con compañías relacionadas ,
Por cobrar ,
Disponibilidades ,"5,857 "
Deudores por reporto ,268 
Operaciones con instrumentos financieros derivados (activo) ,"87,464 "
Cartera de crédito vigente ,"7,329 "
Otras cuentas por cobrar (neto) ,"10,444 "
Por pagar ,
Depósitos a plazo ,"3,845 "
Depósitos de exigibilidad inmediata ,"7,482 "
Títulos de crédito emitidos ,"3,235 "
Acreedores por reporto ,"2,198 "
Operaciones con instrumentos financieros derivados (pasivo) ,"82,022 "
Otras cuentas por pagar ,"6,458 "
Acreedores por liquidación de operaciones ,"1,087 "
Obligaciones Subordinadas en circulación ,"28,945 "
Ingresos ,
Intereses ,52 
Premios por reporto ,6 
Otros ,42 
Comisiones Netas ,"1,487 "
"Resultado por intermediación, neto ","9,463 "
Egresos ,
Intereses ,371 
Gastos de administración ,246 
Servicios de tecnología ,789 


