Table
"BBVA Bancomer, S.A., Institución de Banca ","Múltiple, Grupo ",Financiero ,BBVA Bancomer ,
Obligaciones Subordinadas Millones de pesos ,Saldo sep-20 ,Fecha Emisión ,Fecha Vencimiento ,Tasa 
Notas Subordinadas Preferentes (USD) ,"16,610 ",10-mar-11 ,10-mar-21 ,6.50 
Notas Subordinadas Preferentes (USD) ,"33,216 ",28-sep-12 ,30-sep-22 ,6.75 
Notas Subordinadas Preferentes (USD) ,"4,429 ",12-nov-14 ,12-nov-29 ,5.35 
Notas Subordinadas Preferentes (USD) ,"22,144 ",17-ene-18 ,18-ene-33 ,5.13 
Notas Subordinadas Preferentes (USD) ,"16,608 ",13-sep-19 ,13-sep-34 ,5.87 
Intereses devengados no pagados ,439 ,,,
Total ,"93,446 ",,,


Table
Capital Básico ,"225,935 "
Capital contable ,"233,208 "
Deducción de inversiones en instrumentos subordinados ,(143) 
Deducción de inversiones en acciones de entidades financieras ,(706) 
Gastos de organización y otros intangibles ,"(5,828) "
Pérdidas Fiscales ,(595) 
Capital Complementario ,"56,086 "
Obligaciones e instrumentos de capitalización ,"6,643 "
Emisiones posteriores al 31 diciembre 2012 que cumplen con el anexo 1-S ,"43,180 "
Reservas preventivas por riesgos crediticios generales ,"2,601 "
Reservas preventivas por riesgos Met Interna ,"3,661 "
Capital Neto ,"282,021 "


