Table
Ingresos por intereses ,,,,,,,,,
Millones de pesos ,,2T21 ,,,2T20 ,,,Variación AaA ,
,Saldo promedio ,Interés ,Tasa (%) ,Saldo promedio ,Interés ,Tasa (%) ,Saldo promedio (%) ,Interés (%) ,Tasa (pb) 
Disponibilidades ,"122,067 ",369 ,1.20 ,"116,060 ",609 ,2.08 ,5.2 ,(39.4) ,(88) 
Cuentas de margen ,"19,114 ",64 ,1.32 ,"46,447 ",104 ,0.89 ,(58.8) ,(38.5) ,43 
Inversiones en valores ,"462,289 ","5,735 ",4.91 ,"412,331 ","6,217 ",5.96 ,12.1 ,(7.8) ,(105) 
Cartera total ,"706,727 ","17,928 ",10.04 ,"767,654 ","21,130 ",10.89 ,(7.9) ,(15.2) ,(85) 
Comisiones por el otorgamiento inicial ,,,,,,,,,
del crédito ,- ,145 ,- ,- ,127 ,- ,- ,14.2 ,- 
Reportos y préstamo de valores ,"85,587 ",857 ,3.96 ,"81,179 ","1,196 ",5.83 ,5.4 ,(28.3) ,(187) 
Ingresos por intereses ,"1,395,784 ","25,098 ",7.11 ,"1,423,671 ","29,383 ",8.16 ,(2.0) ,(14.6) ,(105) 


Table
,,Tasa de (%) ,Interés ,,
,,,,,
10.89 ,10.48 ,10.34 ,10.10 ,10.04 ,Cartera de 
8.16 ,7.52 ,7.19 ,7.12 ,7.11 ,crédito Total 
5.96 ,,,,,
,5.23 ,4.90 ,4.87 ,4.91 ,Inversiones en valores 
,,,,,
2T20 ,3T20 ,4T20 ,1T21 ,2T21 ,


