Table
,Tabla II.1 ,
,Cifras del balance general ,
Referencia de los rubros del balance general ,Rubros del balance ,Monto presentado en el balance general 
,Activo ,"1,628,630 "
BG1 ,Disponibles ,"113,843 "
BG2 ,Cuentas de margen ,"3,415 "
BG3 ,Inversiones en valores ,"458,649 "
BG4 ,Deudodres por reporto ,"39,505 "
BG5 ,Préstamo de valores ,0.37 
BG6 ,Derivados ,"200,890 "
BG7 ,Ajustes de valuación por cobertura de activos financieros ,123 
BG8 ,Total de cartera de crédito (neto) ,"657,124 "
BG9 ,Beneficios por recibir en operaciones de bursatilización ,0 
BG10 ,Otras cuentas por cobrar (neto) ,"84,438 "
BG11 ,Bienes adjudicados (neto) ,106 
BG12 ,"Inmuebles, mobiliario y equipo (neto) ","10,741 "
BG13 ,Inversiones permanentes ,"34,161 "
BG14 ,Activos de larga duración disponibles para la venta ,0 
BG15 ,Impuestos y PTU diferidos (neto) ,"14,836 "
BG16 ,Otros activos ,"10,799 "
,Pasivo ,"1,468,794 "
BG17 ,Captación tradicional ,"842,928 "
BG18 ,Préstamos interbancarios y de otros organismos ,"38,921 "
BG19 ,Acreedores por reporto ,"175,437 "
BG20 ,Préstamo de valores ,0 
BG21 ,Colaterales vendidos o dados en garantía ,"29,755 "
BG22 ,Derivados ,"197,271 "
BG23 ,Ajustes de valuación por cobertura de pasivos financieros ,(1) 
BG24 ,Obligaciones en operaciones de bursatilización ,
BG25 ,Otras cuentas por pagar ,"148,188 "
BG26 ,Obligaciones subordinadas en circulación ,"36,186 "
BG27 ,Impuestos y PTU diferidos (neto) ,0 
BG28 ,Créditos diferidos y cobros anticipados ,108 
,Capital Contable ,"159,835 "
BG29 ,Capital contribuido ,"35,125 "
BG30 ,Capital ganado ,"124,710 "
,Cuentas de orden ,"3,983,392 "
BG31 ,Avales otorgados ,0 
BG32 ,Activos y pasivos contingentes ,85 
BG33 ,Compromisos crediticios ,"147,224 "
BG34 ,Bienes en fideicomiso o mandato ,"193,070 "
BG35 ,Agente financiero del gobierno federal ,
BG36 ,Bienes en custodia o en administración ,"1,752,851 "
BG37 ,Colaterales recibidos por la entidad ,"144,093 "
BG38 ,Colaterales recibidos y vendidos o entregados en garantía por la entidad ,"70,738 "


