Table
Ticker ,Nombre ,Ticker ,Nombre ,Ticker ,Nombre 
AXP UN Equity ,American Express Co ,MSI UN Equity ,Motorola Solutions Inc ,HIG UN Equity ,Hartford Financial Services Group Inc/Th 
VZ UN Equity ,Verizon Communications Inc ,CBOE UF Equity ,Cboe Global Markets Inc ,IRM UN Equity ,Iron Mountain Inc 
AVGO UW Equity ,Broadcom Inc ,MYL UW Equity ,Mylan NV ,EL UN Equity ,Estee Lauder Cos Inc/The 
BA UN Equity ,Boeing Co/The ,LH UN Equity ,Laboratory Corp of America Holdings ,CDNS UW Equity ,Cadence Design Systems Inc 
CAT UN Equity ,Caterpillar Inc ,NEM UN Equity ,Newmont Goldcorp Corp ,UHS UN Equity ,Universal Health Services Inc 
JPM UN Equity ,JPMorgan Chase & Co ,NKE UN Equity ,NIKE Inc ,ETFC UW Equity ,E*TRADE Financial Corp 
CVX UN Equity ,Chevron Corp ,NI UN Equity ,NiSource Inc ,SWKS UW Equity ,Skyworks Solutions Inc 
KO UN Equity ,Coca-Cola Co/The ,NBL UN Equity ,Noble Energy Inc ,NOV UN Equity ,National Oilwell Varco Inc 
ABBV UN Equity ,AbbVie Inc ,NSC UN Equity ,Norfolk Southern Corp ,DGX UN Equity ,Quest Diagnostics Inc 
DIS UN Equity ,Walt Disney Co/The ,PFG UW Equity ,Principal Financial Group Inc ,ATVI UW Equity ,Activision Blizzard Inc 
FLT UN Equity ,FleetCor Technologies Inc ,ES UN Equity ,Eversource Energy ,ROK UN Equity ,Rockwell Automation Inc 
EXR UN Equity ,Extra Space Storage Inc ,NOC UN Equity ,Northrop Grumman Corp ,KHC UW Equity ,Kraft Heinz Co/The 
XOM UN Equity ,Exxon Mobil Corp ,WFC UN Equity ,Wells Fargo & Co ,AMT UN Equity ,American Tower Corp 
PSX UN Equity ,Phillips 66 ,NUE UN Equity ,Nucor Corp ,HFC UN Equity ,HollyFrontier Corp 
GE UN Equity ,General Electric Co ,PVH UN Equity ,PVH Corp ,REGN UW Equity ,Regeneron Pharmaceuticals Inc 
HPQ UN Equity ,HP Inc ,OXY UN Equity ,Occidental Petroleum Corp ,AMZN UW Equity ,Amazon.com Inc 
HD UN Equity ,Home Depot Inc/The ,OMC UN Equity ,Omnicom Group Inc ,JKHY UW Equity ,Jack Henry & Associates Inc 
IBM UN Equity ,International Business Machines Corp ,OKE UN Equity ,ONEOK Inc ,RL UN Equity ,Ralph Lauren Corp 
CXO UN Equity ,Concho Resources Inc ,RJF UN Equity ,Raymond James Financial Inc ,BXP UN Equity ,Boston Properties Inc 
JNJ UN Equity ,Johnson & Johnson ,PH UN Equity ,Parker-Hannifin Corp ,APH UN Equity ,Amphenol Corp 
MCD UN Equity ,McDonald's Corp ,ROL UN Equity ,Rollins Inc ,ARNC UN Equity ,Arconic Inc 
MRK UN Equity ,Merk & Co Inc ,PPL UN Equity ,PPL Corp ,PXD UN Equity ,Pioneer Natural Resources Co 
MMM UN Equity ,3M Co ,EXC UN Equity ,Exelon Corp ,VLO UN Equity ,Valero Energy Corp 
AWK UN Equity ,American Water Works Co Inc ,COP UN Equity ,ConocoPhillips ,SNPS UW Equity ,Synopsys Inc 
BAC UN Equity ,Bank of America Corp ,PHM UN Equity ,PulteGroup Inc ,WU UN Equity ,Western Union Co/The 
BHGE UN Equity ,Baker Hughes a GE Co ,PNW UN Equity ,Pinnacle West Capital Corp ,CHRW UW Equity ,CH Robinson Worldwide Inc 


