Table
21. Transacciones y adeudos con compañías relacionadas ,
Por cobrar ,
Disponibilidades ,"1,987 "
Operaciones con instrumentos financieros derivados (activo) ,"121,202 "
Cartera de crédito vigente ,"9,449 "
Otras cuentas por cobrar (neto) ,"34,199 "
Por pagar ,
Depósitos a plazo ,"2,989 "
Depósitos de exigibilidad inmediata ,"4,719 "
Títulos de crédito emitidos ,"1,115 "
Acreedores por reporto ,"2,194 "
Operaciones con instrumentos financieros derivados (pasivo) ,"119,595 "
Otras cuentas por pagar ,"3,003 "
Acreedores por liquidación de operaciones ,"10,827 "
Obligaciones Subordinadas en circulación ,"31,358 "
Ingresos ,
Intereses ,205 
Premios por reporto ,36 
Otros ,157 
Comisiones Netas ,"4,590 "
"Resultado por intermediación, neto ","(20,374) "
Egresos ,
Intereses ,"1,356 "
Gastos de administración ,894 
Servicios de tecnología ,"1,776 "


