Table
,Cifras del balance general ,
Referencia de los rubros del balance general ,Rubros del balance ,Monto presentado en el balance general 
,Activo ,"1,841,207 "
BG1 ,Disponibles ,"83,448 "
BG2 ,Cuentas de margen ,"1,804 "
BG3 ,Inversiones en valores ,"552,339 "
BG4 ,Deudores por reporto ,"21,813 "
BG5 ,Préstamo de valores ,0 
BG6 ,Derivados ,"324,984 "
BG7 ,Ajustes de valuación por cobertura de activos financieros ,371 
BG8 ,Total de cartera de crédito (neto) ,"664,975 "
BG9 ,Beneficios por recibir en operaciones de bursatilización ,0 
BG10 ,Otras cuentas por cobrar (neto) ,"118,827 "
BG11 ,Bienes adjudicados (neto) ,72 
BG12 ,"Inmuebles, mobiliario y equipo (neto) ","10,127 "
BG13 ,Inversiones permanentes ,"38,060 "
BG14 ,Activos de larga duración disponibles para la venta ,0 
BG15 ,Impuestos y PTU diferidos (neto) ,"15,173 "
BG16 ,Otros activos ,"9,213 "
,Pasivo ,"1,690,171 "
BG17 ,Captación tradicional ,"864,787 "
BG18 ,Préstamos interbancarios y de otros organismos ,"28,295 "
BG19 ,Acreedores por reporto ,"282,666 "
BG20 ,Préstamo de valores ,0 
BG21 ,Colaterales vendidos o dados en garantía ,"14,260 "
BG22 ,Derivados ,"332,883 "
BG23 ,Ajustes de valuación por cobertura de pasivos financieros ,2 
BG24 ,Obligaciones en operaciones de bursatilización ,0 
BG25 ,Otras cuentas por pagar ,"127,390 "
BG26 ,Obligaciones subordinadas en circulación ,"39,814 "
BG27 ,Impuestos y PTU diferidos (neto) ,0 
BG28 ,Créditos diferidos y cobros anticipados ,75 
,Capital Contable ,"151,036 "
BG29 ,Capital contribuido ,"34,985 "
BG30 ,Capital ganado ,"116,051 "
,Cuentas de orden ,"3,675,741 "
BG31 ,Avales otorgados ,0 
BG32 ,Activos y pasivos contingentes ,42 
BG33 ,Compromisos crediticios ,"141,002 "
BG34 ,Bienes en fideicomiso o mandato ,"201,413 "
BG35 ,Agente financiero del gobierno federal ,


