Table
Ticker ,Nombre ,Ticker ,Nombre ,Ticker ,Nombre 
EFX UN Equity ,Equifax Inc ,HBAN UW Equity ,Huntington Bancshares Inc/OH ,MTD UN Equity ,Mettler-Toledo International Inc 
IQV UN Equity ,IQVIA Holdings Inc ,WELL UN Equity ,Welltower Inc ,CPRT UW Equity ,Copart Inc 
IT UN Equity ,Gartner Inc ,BIIB UW Equity ,Biogen Inc ,ALB UN Equity ,Albemarle Corp 
FDX UN Equity ,FedEx Corp ,NTRS UW Equity ,Northern Trust Corp ,FTNT UW Equity ,Fortinet Inc 
M UN Equity ,Macy's Inc ,PKG UN Equity ,Packaging Corp of America ,ESS UN Equity ,Essex Property Trust Inc 
FMC UN Equity ,FMC Corp ,PAYX UW Equity ,Paychex Inc ,O UN Equity ,Realty Income Corp 
F UN Equity ,Ford Motor Co ,PBCT UW Equity ,People's United Financial Inc ,STX UW Equity ,Seagate Technology PLC 
NEE UN Equity ,NextEra Energy Inc ,QCOM UW Equity ,QUALCOMM Inc ,WRK UN Equity ,Westrock Co 
BEN UN Equity ,Franklin Resources Inc ,ROP UN Equity ,Roper Technologies Inc ,INFO UW Equity ,IHS Markit Ltd 
FCX UN Equity ,Freeport- McMoRan Inc ,ROST UW Equity ,Ross Stores Inc ,WAB UN Equity ,Wabtec Corp 
GPS UN Equity ,Gap Inc/The ,IDXX UW Equity ,IDEXX Laboratories Inc ,WDC UW Equity ,Western Digital Corp 
GD UN Equity ,General Dynamics Corp ,SBUX UW Equity ,Starbucks Corp ,PEP UW Equity ,PepsiCo Inc 
GIS UN Equity ,General Mills Inc ,KEY UN Equity ,KeyCorp ,FANG UW Equity ,Diamondback Energy Inc 
GPC UN Equity ,Genuine Parts Co ,FOXA UW Equity ,Fox Corp ,NKTR UW Equity ,Nektar Therapeutics 
ATO UN Equity ,Atmos Energy Corp ,FOX UW Equity ,Fox Corp ,MXIM UW Equity ,Maxim Integrated Products Inc 
GWW UN Equity ,WW Grainger Inc ,STT UN Equity ,State Street Corp ,CHD UN Equity ,Church & Dwight Co Inc 
HAL UN Equity ,Halliburton Co ,NCLH UN Equity ,Norwegian Cruise Line Holdings Ltd ,DRE UN Equity ,Duke Realty Corp 
HOG UN Equity ,Harley-Davidson Inc ,USB UN Equity ,US Bancorp ,FRT UN Equity ,Federal Realty Investment Trust 
LHX UN Equity ,L3Harris Technologies Inc ,AOS UN Equity ,AO Smith Corp ,MGM UN Equity ,MGM Resorts International 
HCP UN Equity ,HCP Inc ,SYMC UW Equity ,Symanted Corp ,JBHT UW Equity ,JB Hunt Transport Services Inc 
HP UN Equity ,Helmerich & Payne Inc ,TROW UW Equity ,T Rowe Price Group Inc ,LRCX UW Equity ,Lam Research Corp 
FTV UN Equity ,Fortive Corp ,WM UN Equity ,Waste Management Inc ,MHK UN Equity ,Mohawk Industries Inc 
HSY UN Equity ,Hershey Co/The ,CBS UN Equity ,CBS Corp ,PNR UN Equity ,Pentair PLC 
SYF UN Equity ,Synchrony Financial ,AGN UN Equity ,Allergan PLC ,VRTX UW Equity ,Vertex Pharmaceuticals Inc 
HRL UN Equity ,Hormel Foods Corp ,STZ UN Equity ,Constellation Brands Inc ,AMCR UN Equity ,Amcor PLC 
AJG UN Equity ,Arthur J Gallagher & Co ,XLNX UW Equity ,Xilinx Inc ,FB UW Equity ,Facebook Inc 
MDLZ UW Equity ,Mondelez International Inc ,XRAY UW Equity ,DENTSPLY SIRONA Inc ,URI UN Equity ,United Rentals Inc 
CNP UN Equity ,CenterPoint Energy Inc ,ZION UW Equity ,Zions Bancorp NA ,ABMD UW Equity ,ABIOMED Inc 
HUM UN Equity ,Humana Inc ,ALK UN Equity ,Alaska Air Group Inc ,ARE UN Equity ,Alexandria Real Estate Equities Inc 


