Table
"Grupo Financiero BBVA Bancomer, ",S.A. de C.V. ,,,% ,
Gastos Millones de pesos ,1T 2020 ,4T 2020 ,1T 2021 ,Var Trim ,Var Anual 
Salarios y prestaciones ,"6,657 ","6,184 ","6,497 ",5.1 ,(2.4) 
Gasto de administración y operación ,"4,231 ","4,554 ","4,571 ",0.4 ,8.0 
Rentas ,"1,555 ","1,736 ","1,741 ",0.3 ,12.0 
Depreciación y amortización ,"1,482 ","1,487 ","1,486 ",(0.1) ,0.3 
Impuestos ,"1,313 ","1,263 ","1,526 ",20.8 ,16.2 
Cuota por costo de captación (IPAB) ,"1,445 ","1,629 ","1,588 ",(2.5) ,9.9 
Gastos de administración y promoción ,"16,683 ","16,853 ","17,409 ",3.3 ,4.4 


