Table
Índice ,
Información Relevante ,5 
Desarrollo Digital ,6 
Ranca Responsable ,a 
Análisis y Discusión de Resultados ,10 
Resumen Ejecutivo ,10 
Principales Magnitudes ,12 
Actividad ,13 
Cartera Vigente ,13 
Calidad de Activos ,15 
Cartera Vencida ,15 
Calificación de la Cartera Crediticia ,16 
Captación ,17 
Resultados ,18 
Margen Financiero ,19 
Comisiones y Tarifas ,19 
Resultados por Intermediación ,20 
Otros Ingresos (Egresos) de la Operación ,20 
Gastos de Administración y Promoción ,21 
Capital y Liquidez ,22 
Índice de Capitalización estimado de BBVA México ,22 
Indicadores Financieros ,24 
Administración de Riesgos ,26 
Estructura Organizacional ,26 
Riesgo de Crédito ,31 
Información metodológica ,31 
Riesgo de Tasa de Interés ,33 
Balance Estructural ,33 
"Riesgos de Mercado, Liquidez y Operacional ",35 


